video_id,title,author,lyrics
aAiVsqfbn5g,shotgun,george ezra,"
<br>Home grown alligator, see you later<br>Gotta hit the road, gotta hit the road<br>Something changed in the atmosphere, architecture unfamiliar<br>I could get used to this<br><br>Time flies by in the yellow and green<br>Stick around and you'll see what I mean<br>There's a mountain top that I'm dreaming of<br>If you need me, you know where I'll be<br><br>I'll be riding shotgun underneath the hot sun<br>Feeling like a someone<br>I'll be riding shotgun underneath the hot sun<br>Feeling like a someone<br><br>Well, South of the Equator, navigator<br>Gotta hit the road, gotta hit the road<br>And deep sea diving round the clock <br>Bikini bottoms, lager tops<br>I could get used to this<br><br>Time flies by in the yellow and green<br>Stick around and you'll see what I mean<br>There's a mountain top that I'm dreaming of<br>If you need me, you know where I'll be<br><br>I'll be riding shotgun underneath the hot sun<br>Feeling like a someone<br>I'll be riding shotgun underneath the hot sun<br>Feeling like a someone<br><br>We got two in the front, two in the back<br>Sailing along and we don't look back<br>(Back, back, back-back-back, back-back-back)<br><br>Time flies by in the yellow and green<br>Stick around and you'll see what I mean<br>There's a mountain top that I'm dreaming of<br>If you need me, you know where I'll be<br><br>I'll be riding shotgun underneath the hot sun<br>Feeling like a someone<br>I'll be riding shotgun underneath the hot sun<br>Feeling like a someone<br><br>I'll be riding shotgun underneath the hot sun<br>Feeling like a someone<br>I'll be riding shotgun underneath the hot sun<br>Feeling like a someone, a someone, a someone, a some...<br>"
8UVNT4wvIGY,somebody that i used to know,gotye,"<br>[Gotye:]<br>Now and then I think of when we were together<br>Like when you said you felt so happy you could die<br>Told myself that you were right for me<br>But felt so lonely in your company<br>But that was love and it's an ache I still remember<br><br>You can get addicted to a certain kind of sadness<br>Like resignation to the end, always the end<br>So when we found that we could not make sense<br>Well you said that we would still be friends<br>But I'll admit that I was glad that it was over<br><br>But you didn't have to cut me off<br>Make out like it never happened and that we were nothing<br>And I don't even need your love<br>But you treat me like a stranger and that feels so rough<br>No you didn't have to stoop so low<br>Have your friends collect your records and then change your number<br>I guess that I don't need that though<br>Now you're just somebody that I used to know<br><br>Now you're just somebody that I used to know<br>Now you're just somebody that I used to know<br><br>[Kimbra:]<br>Now and then I think of all the times you screwed me over<br>But had me believing it was always something that I'd done<br>But I don't wanna live that way<br>Reading into every word you say<br>You said that you could let it go<br>And I wouldn't catch you hung up on somebody that you used to know<br><br>[Gotye:]<br>But you didn't have to cut me off<br>Make out like it never happened and that we were nothing<br>And I don't even need your love<br>But you treat me like a stranger and that feels so rough<br>No you didn't have to stoop so low<br>Have your friends collect your records and then change your number<br>I guess that I don't need that though<br>Now you're just somebody that I used to know<br><br>Somebody<br>(I used to know)<br>Somebody<br>(Now you're just somebody that I used to know)<br><br>Somebody<br>(I used to know)<br>Somebody<br>(Now you're just somebody that I used to know)<br><br>(I used to know)<br>(That I used to know)<br>(I used to know)<br>Somebody<br>"
pTOC_q0NLTk,ophelia,the lumineers,"
<br>Ah, ah, when I was younger, I, I should've known better<br>And I can't feel no remorse, and you don't feel nothing back<br><br>I, I got a new girlfriend, he feels like he's on top<br>And I don't feel no remorse, and you can't see past my blinders<br><br>Oh, Ophelia, you've been on my mind, girl, since the flood<br>Oh, Ophelia, heaven help the fool who falls in love<br><br>I, I got a little paycheck, you got big plans and you gotta move<br>And I don't feel nothing at all<br>And you can't feel nothing small<br><br>""Honey, I love you,"" that's all she wrote<br><br>Oh, Ophelia, you've been on my mind, girl, like a drug<br>Oh, Ophelia, heaven help the fool who falls in love<br><br>Oh, Ophelia, you've been on my mind, girl, since the flood<br>Oh, Ophelia, heaven help the fool who falls in love<br><br>Oh, Ophelia, you've been on my mind, girl, like a drug<br>Oh, Ophelia, heaven help the fool who falls in love<br>"
zvCBSSwgtg4,ho hey,the lumineers,"
<br>(Ho!)<br>(Hey!)<br>(Ho!)<br>(Hey!)<br><br>(Ho!) I've been trying to do it right<br>(Hey!) I've been living a lonely life<br>(Ho!) I've been sleeping here instead<br>(Hey!) I've been sleeping in my bed<br>(Ho!) Sleeping in my bed<br>(Hey!)<br><br>(Ho!)<br><br>(Ho!) So show me family<br>(Hey!) All the blood that I will bleed<br>(Ho!) I don't know where I belong<br>(Hey!) I don't know where I went wrong<br>(Ho!) But I can write a song<br>(Hey!)<br><br>1, 2, 3<br>I belong with you, you belong with me, you're my sweetheart<br>I belong with you, you belong with me, you're my sweet<br><br>(Ho!)<br>(Hey!)<br>(C'mon girl)<br>(Ho!)<br>(Hey!)<br><br>(Ho!) I don't think you're right for him<br>(Hey!) Look at what it might have been if you<br>(Ho!) took a bus to China Town<br>(Hey!) I'd be standing on Canal<br>(Ho!) and Bowery<br>(Hey!)<br>(Ho!) And she'd be standing next to me<br>(Hey!)<br><br>1, 2, 3<br>I belong with you, you belong with me, you're my sweetheart<br>I belong with you, you belong with me, you're my sweetheart<br><br>Love. We need it now<br>Let's hope for some<br>'Cause, oh, we're bleeding out<br><br>I belong with you, you belong with me, you're my sweetheart<br>I belong with you, you belong with me, you're my sweet<br><br>(Ho!)<br>(Hey!)<br>(Ho!)<br>(The last one)<br>(Hey!)<br>"
Sv6dMFF_yts,we are young,fun,"
<br>Give me a second I<br>I need to get my story straight<br>My friends are in the bathroom getting higher than the Empire State<br>My lover she's waiting for me just across the bar<br>My seat's been taken by some sunglasses asking 'bout a scar, and<br>I know I gave it to you months ago<br>I know you're trying to forget<br>But between the drinks and subtle things<br>The holes in my apologies, you know<br>I'm trying hard to take it back<br>So if by the time the bar closes<br>And you feel like falling down<br>I'll carry you home<br><br>Tonight<br>We are young<br>So let's set the world on fire<br>We can burn brighter than the sun<br><br>Tonight<br>We are young<br>So let's set the world on fire<br>We can burn brighter than the sun<br><br>Now I know that I'm not<br>All that you got<br>I guess that I, I just thought<br>Maybe we could find new ways to fall apart<br>But our friends are back<br>So let's raise a toast<br>'Cause I found someone to carry me home<br><br>Tonight<br>We are young<br>So let's set the world on fire<br>We can burn brighter than the sun<br><br>Tonight<br>We are young<br>So let's set the world on fire<br>We can burn brighter than the sun<br><br>Carry me home tonight (Nananananana)<br>Just carry me home tonight (Nananananana)<br>Carry me home tonight (Nananananana)<br>Just carry me home tonight (Nananananana)<br><br>The moon is on my side (Nananananana)<br>I have no reason to run (Nananananana)<br>So will someone come and carry me home tonight (Nananananana)<br>The angels never arrived (Nananananana)<br>But I can hear the choir (Nananananana)<br>So will someone come and carry me home (Nananananana)<br><br>Tonight<br>We are young<br>So let's set the world on fire<br>We can burn brighter than the sun<br><br>Tonight<br>We are young<br>So let's set the world on fire<br>We can burn brighter than the sun<br><br>So if by the time the bar closes<br>And you feel like falling down<br>I'll carry you home tonight<br>"
BPPwdDGAhaE,some nights,fun,"
<br>Some nights I stay up cashing in my bad luck<br>Some nights I call it a draw<br>Some nights I wish that my lips could build a castle<br>Some nights I wish they'd just fall off<br><br>But I still wake up, I still see your ghost<br>Oh, Lord, I'm still not sure what I stand for oh<br>Whoa oh oh (What do I stand for?)<br>Whoa oh oh (What do I stand for?)<br>Most nights I don't know anymore...<br>Oh, whoa, oh, whoa, oh, whoa, oh, oh<br>Oh, whoa, oh, whoa, oh, whoa, oh, oh<br><br>This is it, boys, this is war - what are we waiting for?<br>Why don't we break the rules already?<br>I was never one to believe the hype<br>Save that for the black and white<br>I try twice as hard and I'm half as liked<br>But here they come again to jack my style<br><br>That's alright (that's alright)<br>I found a martyr in my bed tonight<br>She stops my bones from wondering just who I am, who I am, who I am<br>Oh, who am I? Mmm... Mmm...<br><br>Well, some nights I wish that this all would end<br>'Cause I could use some friends for a change<br>And some nights I'm scared you'll forget me again<br>Some nights I always win, I always win...<br><br>But I still wake up, I still see your ghost<br>Oh, Lord, I'm still not sure what I stand for, oh<br>Whoa oh oh (What do I stand for?)<br>Whoa oh oh (What do I stand for?)<br>Most nights I don't know... (oh, come on)<br><br>So this is it <br>I sold my soul for this?<br>Washed my hands of that for this?<br>I miss my mom and dad for this?<br><br>(Come on)<br><br>No. When I see stars, when I see <br>When I see stars, that's all they are<br>When I hear songs, they sound like a swan, so come on<br>Oh, come on. Oh, come on. Oh, come on!<br><br>Well, that is it guys, that is all <br>Five minutes in and I'm bored again<br>Ten years of this, I'm not sure if anybody understands<br>This one is not for the folks at home;<br>Sorry to leave, mom, I had to go<br>Who the fuck wants to die alone all dried up in the desert sun?<br><br>My heart is breaking for my sister and the con that she called ""love""<br>When I look into my nephew's eyes...<br>Man, you wouldn't believe the most amazing things that can come from...<br>Some terrible nights... ah...<br><br>Oh, whoa, oh, whoa, oh, whoa, oh, oh,<br>Oh, whoa, oh, whoa, oh, whoa, oh, oh<br><br>The other night you wouldn't believe the dream I just had about you and me<br>I called you up but we'd both agree<br><br>It's for the best you didn't listen<br>It's for the best we get our distance... Oh...<br>It's for the best you didn't listen<br>It's for the best we get our distance... Oh...<br>"
q7yCLn-O-Y0,carry on,fun,"
<br>Well I woke up to the sound of silence<br>And cries were cutting like knives in a fist fight<br>And I found you with a bottle of wine<br>Your head in the curtains<br>And heart like the Fourth of July<br><br>You swore and said,<br>""We are not,<br>We are not shining stars.""<br>This I know,<br>I never said we are<br><br>Though I've never been through hell like that<br>I've closed enough windows to know you can never look back<br><br>If you're lost and alone<br>Or you're sinking like a stone.<br>Carry on.<br>May your past be the sound<br>Of your feet upon the ground.<br>Carry on.<br><br>Carry on, carry on<br><br>So I met up with some friends at the edge of the night<br>At a bar off 75.<br>And we talked and talked about how our parents will die,<br>All our neighbours and wives.<br><br>But I like to think I can cheat it all<br>To make up for the times I've been cheated on.<br>And it's nice to know when I was left for dead<br>I was found and now I don't roam these streets,<br>I am not the ghost you are to me.<br><br>If you're lost and alone<br>Or you're sinking like a stone.<br>Carry on.<br>May your past be the sound<br>Of your feet upon the ground.<br>Carry on.<br><br>Whoa!<br>My head is on fire but my legs are fine.<br>After all they are mine.<br>Lay your clothes down on the floor,<br>Close the door, hold the phones,<br>Show me how no one’s ever gonna stop us now.<br><br>'Cause we are<br>We are shining stars<br>We are invincible<br>We are who we are<br>On our darkest day<br>When we’re miles away<br>So we'll come<br>We will find our way home<br><br>If you're lost and alone<br>Or you're sinking like a stone.<br>Carry on.<br>May your past be the sound<br>Of your feet upon the ground.<br>Carry on.<br><br>Oooh.<br>Oooh.<br>Oooh.<br>Oooh.<br><br>(No one's ever gonna stop us now)<br>(No one's ever, no one's ever gonna stop, no one's ever gonna stop us now)<br>(No one's ever, no one's ever gonna stop, no one's ever gonna stop, no one's ever gonna stop us now)<br>"
ghb6eDopW8I,little talks,of monsters and men,"
<br>Hey! Hey! Hey!<br>I don't like walking around this old and empty house<br>So hold my hand, I'll walk with you, my dear<br>The stairs creak as you sleep, it's keeping me awake<br>It's the house telling you to close your eyes<br><br>And some days I can't even dress myself<br>It's killing me to see you this way<br><br>'Cause though the truth may vary<br>This ship will carry our bodies safe to shore<br><br>Hey! Hey! Hey!<br><br>There's an old voice in my head that's holding me back<br>Well tell her that I miss our little talks<br>Soon it will be over and buried with our past<br>We used to play outside when we were young<br>And full of life and full of love.<br><br>Some days I don't know if I am wrong or right<br>Your mind is playing tricks on you, my dear<br><br>'Cause though the truth may vary<br>This ship will carry our bodies safe to shore<br><br>Hey!<br>Don't listen to a word I say<br>Hey!<br>The screams all sound the same<br>Hey!<br><br>Though the truth may vary<br>This ship will carry our bodies safe to shore<br><br>Hey!<br>Hey!<br><br>You're gone, gone, gone away<br>I watched you disappear<br>All that's left is a ghost of you.<br>Now we're torn, torn, torn apart,<br>There's nothing we can do<br>Just let me go we'll meet again soon<br>Now wait, wait, wait for me<br>Please hang around<br>I'll see you when I fall asleep<br><br>Hey!<br>Don't listen to a word I say<br>Hey!<br>The screams all sound the same<br>Hey!<br>Though the truth may vary<br>This ship will carry our bodies safe to shore<br><br>Don't listen to a word I say<br>Hey!<br>The screams all sound the same<br>Hey!<br><br>Though the truth may vary<br>This ship will carry our bodies safe to shore<br><br>Though the truth may vary<br>This ship will carry our bodies safe to shore<br><br>Though the truth may vary<br>This ship will carry our bodies safe to shore<br>"
psuRGfAaju4,fireflies,owl city,"
<br>You would not believe your eyes<br>If ten million fireflies<br>Lit up the world as I fell asleep<br>'Cause they'd fill the open air<br>And leave teardrops everywhere<br>You'd think me rude<br>But I would just stand and stare<br><br>I'd like to make myself believe<br>That planet Earth turns slowly<br>It's hard to say that I'd rather stay awake when I'm asleep<br>'Cause everything is never as it seems<br><br>'Cause I'd get a thousand hugs<br>From ten thousand lightning bugs<br>As they tried to teach me how to dance<br>A foxtrot above my head<br>A sock hop beneath my bed<br>A disco ball is just hanging by a thread<br>(Thread, thread...)<br><br>I'd like to make myself believe<br>That planet Earth turns slowly<br>It's hard to say that I'd rather stay awake when I'm asleep<br>'Cause everything is never as it seems<br>(When I fall asleep)<br><br>Leave my door open just a crack<br>(Please take me away from here)<br>'Cause I feel like such an insomniac<br>(Please take me away from here)<br>Why do I tire of counting sheep?<br>(Please take me away from here)<br>When I'm far too tired to fall asleep<br>(Ha-ha)<br><br>To ten million fireflies<br>I'm weird 'cause I hate goodbyes<br>I got misty eyes as they said farewell<br>(Said farewell)<br>But I'll know where several are<br>If my dreams get real bizarre<br>'Cause I saved a few and I keep them in a jar<br>(Jar, jar, jar...)<br><br>I'd like to make myself believe<br>That planet Earth turns slowly<br>It's hard to say that I'd rather stay awake when I'm asleep<br>'Cause everything is never as it seems (when I fall asleep)<br><br>I'd like to make myself believe<br>That planet Earth turns slowly<br>It's hard to say that I'd rather stay awake when I'm asleep<br>'Cause everything is never as it seems (when I fall asleep)<br><br>I'd like to make myself believe<br>That planet Earth turns slowly<br>It's hard to say that I'd rather stay awake when I'm asleep<br>Because my dreams are bursting at the seams<br>"
xK4ZqrLys_k,iris,goo goo dolls,"
<br>And I'd give up forever to touch you<br>'Cause I know that you feel me somehow<br>You're the closest to heaven that I'll ever be<br>And I don't wanna go home right now<br><br>And all I can taste is this moment<br>And all I can breathe is your life<br>When sooner or later it's over<br>I just don't wanna miss you tonight<br><br>And I don't want the world to see me<br>'Cause I don't think that they'd understand<br>When everything's made to be broken<br>I just want you to know who I am<br><br>And you can't fight the tears that ain't coming<br>Or the moment of truth in your lies<br>When everything feels like the movies<br>Yeah, you bleed just to know you're alive<br><br>And I don't want the world to see me<br>'Cause I don't think that they'd understand<br>When everything's made to be broken<br>I just want you to know who I am<br><br>And I don't want the world to see me<br>'Cause I don't think that they'd understand<br>When everything's made to be broken<br>I just want you to know who I am<br><br>And I don't want the world to see me<br>'Cause I don't think that they'd understand<br>When everything's made to be broken<br>I just want you to know who I am<br><br>I just want you to know who I am<br>I just want you to know who I am<br>I just want you to know who I am<br>"
PIh2xe4jnpk,rude,magic!,"
<br>Saturday morning jumped out of bed<br>And put on my best suit<br>Got in my car and raced like a jet<br>All the way to you<br>Knocked on your door with heart in my hand<br>To ask you a question<br>'Cause I know that you're an old-fashioned man, yeah<br><br>Can I have your daughter for the rest of my life?<br>Say yes, say yes 'cause I need to know<br>You say I'll never get your blessing 'til the day I die<br>Tough luck, my friend, but the answer is 'No'<br><br>Why you gotta be so rude?<br>Don't you know I'm human too?<br>Why you gotta be so rude?<br>I'm gonna marry her anyway<br><br>Marry that girl<br>Marry her anyway<br>Marry that girl<br>Yeah, no matter what you say<br>Marry that girl<br>And we'll be a family<br>Why you gotta be so<br>Rude<br><br>I hate to do this, you leave no choice<br>Can't live without her<br>Love me or hate me we will be both<br>Standing at that altar<br>Or we will run away<br>To another galaxy, you know<br>You know she's in love with me<br>She will go anywhere I go<br><br>Can I have your daughter for the rest of my life?<br>Say yes, say yes 'cause I need to know<br>You say I'll never get your blessing 'til the day I die<br>Tough luck, my friend, 'cause the answer's still 'No""<br><br>Why you gotta be so rude?<br>Don't you know I'm human too?<br>Why you gotta be so rude?<br>I'm gonna marry her anyway<br><br>Marry that girl<br>Marry her anyway<br>Marry that girl<br>No matter what you say<br>Marry that girl<br>And we'll be a family<br>Why you gotta be so<br>Rude<br>Rude<br><br>Can I have your daughter for the rest of my life?<br>Say yes, say yes 'cause I need to know<br>You say, I'll never get your blessing 'til the day I die<br>Tough luck, my friend, but 'No' still means 'No'!<br><br>Why you gotta be so rude?<br>Don't you know I'm human too?<br>Why you gotta be so rude?<br>I'm gonna marry her anyway<br><br>Marry that girl<br>Marry her anyway<br>Marry that girl<br>No matter what you say<br>Marry that girl<br>And we'll be a family<br>Why you gotta be so<br>Rude<br>Why you gotta be so<br>Rude<br>Why you gotta be so rude?<br>"
fLexgOxsZu0,the lazy song,bruno mars,"
<br>Today, I don't feel like doing anything<br>I just wanna lay in my bed<br>Don't feel like picking up my phone<br>So leave a message at the tone<br>'Cause today, I swear, I'm not doing anything, uh<br><br>I'm gonna kick my feet up, then stare at the fan<br>Turn the TV on, throw my hand in my pants<br>Nobody's gon' tell me I can't, nah<br>I'll be lounging on the couch, just chillin' in my Snuggie<br>Click to MTV, so they can teach me how to dougie<br>'Cause in my castle, I'm the freaking man<br><br>Oh-oh, yes, I said it (Ooh-ooh)<br>I said it, I said it, 'cause I can (Ooh-ooh-ooh-ooh-ooh-ooh)<br><br>Today, I don't feel like doing anything<br>I just wanna lay in my bed<br>Don't feel like picking up my phone<br>So leave a message at the tone<br>'Cause today, I swear, I'm not doing anything<br>Nothing at all<br>Woo-hoo, woo-hoo, ooh<br>Nothing at all<br>Woo-hoo, woo-hoo, ooh<br><br>Tomorrow, I'll wake up, do some P90X<br>Meet a really nice girl, have some really nice sex<br>And she's gonna scream out, ""This is great!"" (Oh my God, this is great)<br>Yeah, I might mess around and get my college degree<br>I bet my old man will be so proud of me<br>But sorry, pops, you'll just have to wait<br><br>Oh-oh, yes I said it (Ooh-ooh)<br>I said it, I said it, 'cause I can (Ooh-ooh-ooh-ooh-ooh)<br><br>Today, I don't feel like doing anything<br>I just wanna lay in my bed<br>Don't feel like picking up my phone<br>So leave a message at the tone<br>'Cause today, I swear, I'm not doing anything<br><br>No, I ain't gonna comb my hair (Ooh-ooh-ooh)<br>'Cause I ain't going anywhere (Ooh-ooh-ooh)<br>No, no, no, no, no, no, no, no, no<br>I'll just strut in my birthday suit (Ooh-ooh-ooh)<br>And let everything hang loose (Ooh-ooh-ooh)<br>Yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah<br><br>Oh, today, I don't feel like doing anything<br>I just wanna lay in my bed<br>Don't feel like picking up my phone<br>So leave a message at the tone<br>'Cause today, I swear, I'm not doing anything<br>Nothing at all<br>Woo-hoo, woo-hoo, ooh<br>Nothing at all<br>Woo-hoo, woo-hoo, ooh<br>Nothing at all<br>"
OPf0YbXqDm0,uptown funk,mark ronson,"
<br>Doh<br>Doh doh doh, doh doh doh, doh doh<br>Doh doh doh, doh doh doh, doh doh<br>Doh doh doh, doh doh doh, doh doh<br>Doh doh doh, doh duh (Aaaaaaow!)<br><br>This hit<br>That ice cold<br>Michelle Pfeiffer<br>That white gold<br>This one for them hood girls<br>Them good girls<br>Straight masterpieces<br>Stylin', wiling<br>Livin' it up in the city<br>Got Chucks on with Saint Laurent<br>Gotta kiss myself I'm so pretty<br><br>I'm too hot (hot damn)<br>Call the police and the fireman<br>I'm too hot (hot damn)<br>Make a dragon wanna retire, man<br>I'm too hot (hot damn)<br>Say my name you know who I am<br>I'm too hot (hot damn)<br>And my band 'bout that money<br>Break it down...<br><br>Girls hit your hallelujah (ooh)<br>Girls hit your hallelujah (ooh)<br>Girls hit your hallelujah (ooh)<br>'Cause uptown funk gon' give it to you<br>'Cause uptown funk gon' give it to you<br>'Cause uptown funk gon' give it to you<br>Saturday night and we in the spot<br>Don't believe me just watch (Come on)<br><br>Doh<br>Doh doh doh, doh doh doh, doh doh (Hah!)<br><br>Don't believe me just watch<br><br>Doh<br>Doh doh doh, doh doh doh, doh doh (Hah!)<br><br>Don't believe me just watch<br>Don't believe me just watch<br>Don't believe me just watch<br>Don't believe me just watch<br>Hey, hey, hey, oh!<br><br>Stop<br>Wait a minute<br>Fill my cup put some liquor in it<br>Take a sip, sign the check<br>Julio, get the stretch!<br>Ride to Harlem, Hollywood, Jackson, Mississippi<br>If we show up, we gon' show out<br>Smoother than a fresh jar of Skippy<br><br>I'm too hot (hot damn)<br>Call the police and the fireman<br>I'm too hot (hot damn)<br>Make a dragon wanna retire, man<br>I'm too hot (hot damn, hot damn)<br>Bitch, say my name you know who I am<br>I'm too hot (hot damn)<br>And my band 'bout that money<br>Break it down...<br><br>Girls hit your hallelujah (ooh)<br>Girls hit your hallelujah (ooh)<br>Girls hit your hallelujah (ooh)<br>'Cause uptown funk gon' give it to you<br>'Cause uptown funk gon' give it to you<br>'Cause uptown funk gon' give it to you<br>Saturday night and we in the spot<br>Don't believe me just watch (come on)<br><br>Doh<br>Doh doh doh, doh doh doh, doh doh (Hah!)<br><br>Don't believe me just watch<br><br>Doh<br>Doh doh doh, doh doh doh, doh doh (Hah!)<br><br>Don't believe me just watch<br>Don't believe me just watch<br>Don't believe me just watch<br>Don't believe me just watch<br>Hey, hey, hey, oh!<br><br>Before we leave<br>Let me tell y'all a little something<br>Uptown funk you up, uptown funk you up<br>Uptown funk you up, uptown funk you up, uh<br>I said uptown funk you up, uptown funk you up<br>Uptown funk you up, uptown funk you up<br><br>Come on, dance<br>Jump on it<br>If you sexy then flaunt it<br>If you freaky then own it<br>Don't brag about it, come show me<br>Come on, dance<br>Jump on it<br>If you sexy then flaunt it<br>Well it's Saturday night and we in the spot<br>Don't believe me just watch (come on)<br><br>Doh<br>Doh doh doh, doh doh doh, doh doh (Hah!)<br><br>Don't believe me just watch<br><br>Doh<br>Doh doh doh, doh doh doh, doh doh (Hah!)<br><br>Don't believe me just watch<br>Don't believe me just watch<br>Don't believe me just watch<br>Don't believe me just watch<br>Hey, hey, hey, oh!<br><br>Uptown funk you up, uptown funk you up (say whaa?!)<br>Uptown funk you up, uptown funk you up<br>Uptown funk you up, uptown funk you up (say whaa?!)<br>Uptown funk you up, uptown funk you up<br>Uptown funk you up, uptown funk you up (say whaa?!)<br>Uptown funk you up, uptown funk you up<br>Uptown funk you up, uptown funk you up (say whaa?!)<br>Uptown funk you up<br>Aaaaaaow!<br>"
ZbZSe6N_BXs,happy,pharrell williams,"
<br>It might seem crazy what I'm about to say<br>Sunshine she's here, you can take a break<br>I'm a hot air balloon that could go to space<br>With the air, like I don't care, baby, by the way<br><br>Uh<br><br>(Because I'm happy)<br>Clap along if you feel like a room without a roof<br>(Because I'm happy)<br>Clap along if you feel like happiness is the truth<br>(Because I'm happy)<br>Clap along if you know what happiness is to you<br>(Because I'm happy)<br>Clap along if you feel like that's what you wanna do<br><br>Here come bad news, talking this and that (Yeah!)<br>Well, give me all you got, don't hold it back (Yeah!)<br>Well, I should probably warn you I'll be just fine (Yeah!)<br>No offense to you<br>Don't waste your time, here's why<br><br>(Because I'm happy)<br>Clap along if you feel like a room without a roof<br>(Because I'm happy)<br>Clap along if you feel like happiness is the truth<br>(Because I'm happy)<br>Clap along if you know what happiness is to you<br>(Because I'm happy)<br>Clap along if you feel like that's what you wanna do<br><br>Bring me down<br>Can't nothing bring me down<br>My level's too high to bring me down<br>Can't nothing bring me down, I said<br>Bring me down<br>Can't nothing bring me down<br>My level's too high to bring me down<br>Can't nothing bring me down, I said<br><br>(Because I'm happy)<br>Clap along if you feel like a room without a roof<br>(Because I'm happy)<br>Clap along if you feel like happiness is the truth<br>(Because I'm happy)<br>Clap along if you know what happiness is to you<br>(Because I'm happy)<br>Clap along if you feel like that's what you wanna do<br>(Because I'm happy)<br>Clap along if you feel like a room without a roof<br>(Because I'm happy)<br>Clap along if you feel like happiness is the truth<br>(Because I'm happy)<br>Clap along if you know what happiness is to you<br>(Because I'm happy)<br>Clap along if you feel like that's what you wanna do<br><br>Bring me down<br>Can't nothing bring me down<br>My level's too high to bring me down<br>Can't nothing bring me down, I said<br><br>(Because I'm happy)<br>Clap along if you feel like a room without a roof<br>(Because I'm happy)<br>Clap along if you feel like happiness is the truth<br>(Because I'm happy)<br>Clap along if you know what happiness is to you<br>(Because I'm happy)<br>Clap along if you feel like that's what you wanna do<br>(Because I'm happy)<br>Clap along if you feel like a room without a roof<br>(Because I'm happy)<br>Clap along if you feel like happiness is the truth<br>(Because I'm happy)<br>Clap along if you know what happiness is to you<br>(Because I'm happy)<br>Clap along if you feel like that's what you wanna do<br>"
kVpv8-5XWOI,hey soul sister,train,"
<br>Hey<br>He-e-e-e-ey<br>He-e-e-e-ey<br><br>Your lipstick stains<br>On the front lobe of my left-side brains<br>I knew I wouldn't forget you<br>And so I went and let you blow my mind<br>Your sweet moonbeam<br>The smell of you in every single dream I dream<br>I knew when we collided<br>You're the one I have decided who's one of my kind<br><br>Hey, soul sister<br>Ain't that Mr. Mister on the radio, stereo?<br>The way you move ain't fair, you know<br>Hey, soul sister<br>I don't wanna miss a single thing you do<br>Tonight<br><br>Hey<br>He-e-e-e-ey<br>He-e-e-e-ey<br><br>Just in time<br>I'm so glad you have a one-track mind like me<br>You gave my life direction<br>A game-show love connection we can't deny<br>I'm so obsessed<br>My heart is bound to beat right out my untrimmed chest<br>I believe in you, like a virgin, you're Madonna<br>And I'm always gonna wanna blow your mind<br><br>Hey, soul sister<br>Ain't that Mr. Mister on the radio, stereo?<br>The way you move ain't fair, you know<br>Hey, soul sister<br>I don't wanna miss a single thing you do<br>Tonight<br><br>The way you can cut a rug<br>Watching you's the only drug I need<br>So gangster, I'm so thug<br>You're the only one I'm dreaming of, you see<br>I can be myself now finally<br>In fact, there's nothing I can't be<br>I want the world to see you'll be with me<br><br>Hey, soul sister<br>Ain't that Mr. Mister on the radio, stereo?<br>The way you move ain't fair, you know<br>Hey, soul sister<br>I don't wanna miss a single thing you do tonight<br>Hey, soul sister<br>I don't wanna miss a single thing you do<br>Tonight<br><br>Hey<br>He-e-e-e-ey<br>He-e-e-e-ey<br>Tonight<br>Hey<br>He-e-e-e-ey<br>He-e-e-e-ey<br>Tonight<br>"
