video_id,title,author,lyrics
fJ9rUzIMcZQ,bohemian rhapsody,queen,"
<br>Is this the real life?<br>Is this just fantasy?<br>Caught in a landslide<br>No escape from reality<br><br>Open your eyes<br>Look up to the skies and see<br>I'm just a poor boy, I need no sympathy<br>Because I'm easy come, easy go<br>Little high, little low<br>Any way the wind blows<br>Doesn't really matter to me, to me<br><br>Mama, just killed a man<br>Put a gun against his head<br>Pulled my trigger, now he's dead<br>Mama, life had just begun<br>But now I've gone and thrown it all away<br><br>Mama, ooh<br>Didn't mean to make you cry<br>If I'm not back again this time tomorrow<br>Carry on, carry on as if nothing really matters<br><br>Too late, my time has come<br>Sends shivers down my spine<br>Body's aching all the time<br>Goodbye, everybody, I've got to go<br>Gotta leave you all behind and face the truth<br><br>Mama, ooh (Any way the wind blows)<br>I don't wanna die<br>I sometimes wish I'd never been born at all<br><br>I see a little silhouetto of a man<br>Scaramouche, Scaramouche, will you do the Fandango?<br>Thunderbolt and lightning very, very frightening me<br>(Galileo) Galileo<br>(Galileo) Galileo<br>Galileo Figaro<br>Magnifico-o-o-o-o<br><br>I'm just a poor boy, nobody loves me<br>He's just a poor boy from a poor family<br>Spare him his life from this monstrosity<br><br>Easy come, easy go, will you let me go?<br>Bismillah! No, we will not let you go (Let him go!)<br>Bismillah! We will not let you go (Let him go!)<br>Bismillah! We will not let you go (Let me go!)<br>Will not let you go (Let me go!)<br>Never let you go (Never, never, never, never let me go)<br>Oh oh oh oh<br>No, no, no, no, no, no, no<br>Oh, mamma mia, mamma mia (Mamma mia, let me go)<br>Beelzebub has a devil put aside for me, for me, for me<br><br>So you think you can stone me and spit in my eye?<br>So you think you can love me and leave me to die?<br>Oh, baby, can't do this to me, baby<br>Just gotta get out, just gotta get right outta here<br><br>Ooh, ooh yeah, ooh yeah<br><br>Nothing really matters<br>Anyone can see<br>Nothing really matters<br>Nothing really matters to me<br><br>Any way the wind blows<br>"
HgzGwKwLmgM,don't stop me now,queen,"
<br>Tonight<br>I'm gonna have myself a real good time<br>I feel alive<br>And the world, I'll turn it inside out<br>Yeah!<br>I'm floating around<br>In ecstasy<br><br>So don't stop me now, don't stop me<br>'Cause I'm having a good time, having a good time<br><br>I'm a shooting star leaping through the sky<br>Like a tiger defying the laws of gravity<br>I'm a racing car passing by<br>Like Lady Godiva<br>I'm gonna go, go, go<br>There's no stopping me<br><br>I'm burning through the sky<br>Yeah!<br>Two hundred degrees<br>That's why they call me Mister Fahrenheit<br>I'm traveling at the speed of light<br>I wanna make a supersonic man out of you<br><br>Don't stop me now<br>I'm having such a good time<br>I'm having a ball<br>Don't stop me now<br>If you wanna have a good time<br>Just give me a call<br><br>Don't stop me now<br>'Cause I'm having a good time<br>Don't stop me now<br>Yes, I'm having a good time<br>I don't wanna stop at all, yeah!<br><br>I'm a rocket ship on my way to Mars<br>On a collision course<br>I am a satellite<br>I'm out of control<br>I'm a sex machine ready to reload<br>Like an atom bomb about to-oh-oh-oh-oh-oh explode<br><br>I'm burning through the sky<br>Yeah!<br>Two hundred degrees<br>That's why they call me Mister Fahrenheit<br>I'm traveling at the speed of light<br>I wanna make a supersonic woman of you<br><br>Don't stop me<br>Don't stop me<br>Don't stop me<br>Hey, hey, hey!<br><br>Don't stop me<br>Don't stop me<br>Ooh, ooh, ooh<br>I like it<br><br>Don't stop me<br>Don't stop me<br>Have a good time, good time<br><br>Don't stop me<br>Don't stop me<br><br>Ooh, let loose, honey, alright<br><br>Oh, I'm burning through the sky<br>Yeah!<br>Two hundred degrees<br>That's why they call me Mister Fahrenheit (Hey)<br>Traveling at the speed of light<br>I wanna make a supersonic man out of you (Hey, hey)<br><br>Don't stop me now<br>I'm having such a good time<br>I'm having a ball<br>Don't stop me now<br>If you wanna have a good time<br>Alright<br>Just give me a call<br><br>Don't stop me now<br>'Cause I'm having a good time (Hey, hey)<br>Don't stop me now<br>Yes, I'm having a good time<br>I don't wanna stop at all<br><br>Ah, da, da, da, da<br>Da, da, ah, ah<br>Ah, da, da, ah, ah, ah<br>Ah, da, da<br>Ah, da, da, ah, ah<br>Ooh, ooh-ooh, ooh-ooh<br>"
kijpcUv-b8M,somebody to love,queen,"
<br>Can anybody find me<br>Somebody to love?<br><br>Ooh, each morning I get up I die a little<br>Can barely stand on my feet<br>Take a look at yourself in the mirror and cry<br>Take a look in the mirror and cry<br>Lord, what you're doing to me? (Yeah, yeah)<br>I have spent all my years in believing you<br>But I just can't get no relief, Lord<br><br>Somebody (Somebody)<br>Ooh, somebody (Somebody)<br>Can anybody find me<br>Somebody to love?<br>Yeah<br><br>I work hard (He works hard) every day of my life<br>I work 'til I ache my bones<br>At the end (At the end of the day) I take home (takes home)<br>My hard-earned pay all on my own<br>(Goes home, goes home on his own)<br><br>I go down (down) on my knees (knees)<br>And I start to pray (praise the Lord)<br>'Til the tears run down from my eyes<br>Lord, somebody (somebody), somebody (please)<br>Can anybody find me somebody to love?<br><br>(he works hard) everyday (everyday)<br>I try, and I try, and I try<br><br>But everybody wants to put me down<br>They say I'm going crazy<br>They say I got a lot of water in my brain<br>I got no common sense (he's got)<br>I got nobody left to believe in<br>Yeah, yeah, yeah, yeah<br><br>Oh, Lord<br>Somebody (somebody), somebody (somebody)<br>Can anybody find me somebody to love?<br>(Can anybody find me someone to love)<br><br>Got no feel, I got no rhythm<br>I just keep losing my beat (you just keep losing and losing)<br>I'm OK, I'm alright (he's alright, he's alright)<br>I ain't gonna face no defeat (Yeah, yeah)<br>I just gotta get out of this prison cell<br>One day (someday) I'm gonna be free, Lord!<br><br>(Find me somebody to love)<br>(Find me somebody to love)<br>(Find me somebody to love)<br>(Find me somebody to love)<br>Find me, find me<br>(Find me somebody to love)<br>Find<br>(Find me somebody to love)<br>(Find me somebody to love, love, love)<br>Find me, find me<br>(Find me somebody to love)<br>Somebody to love<br>(Find me somebody to love)<br>(Somebody, somebody, somebody, somebody)<br>(Somebody find me, somebody find me somebody to love)<br><br>Can anybody find me somebody to love?<br><br>(Find me somebody to love)<br>(Find me somebody to love)<br>Find me, somebody, somebody<br>(Find me somebody to love)<br>Somebody, somebody to love<br>(Find me somebody to love)<br>Find me, find me, find me, find me, find me<br>(Find me somebody to love)<br>Ooh, somebody to love<br>(Find me somebody to love)<br>Find me, find me, find me somebody to love<br>(Find me somebody to love)<br>Anybody, anywhere, anybody, find me somebody to love<br>Love, love, love, love<br>Find me, find me, find me, yeah<br>"
azdwsXLmrHE,radio ga ga,queen,"
<br>Radio<br><br>Radio<br><br>I'd sit alone and watch your light<br>My only friend through teenage nights<br>And everything I had to know<br>I heard it on my radio<br><br>You gave them all those old-time stars<br>Through wars of worlds invaded by Mars<br>You made 'em laugh, you made 'em cry<br>You made us feel like we could fly<br><br>Radio<br><br>So, don't become some background noise<br>A backdrop for the girls and boys<br>Who just don't know or just don't care<br>And just complain when you're not there<br><br>You had your time, you had the power<br>You've yet to have your finest hour<br>Radio, radio<br><br>All we hear is ""Radio ga ga<br>Radio goo goo<br>Radio ga ga""<br>All we hear is ""Radio ga ga<br>""Radio blah blah""<br>Radio, what's new?<br>Radio, someone still loves you<br><br>We watch the shows, we watch the stars<br>On videos for hours and hours<br>We hardly need to use our ears<br>How music changes through the years<br><br>Let's hope you never leave, old friend<br>Like all good things on you we depend<br>So, stick around 'cause we might miss you<br>When we grow tired of all this visual<br><br>You had your time, you had the power<br>You've yet to have your finest hour<br>Radio, radio<br><br>All we hear is ""Radio ga ga<br>Radio goo goo<br>Radio ga ga""<br>All we hear is ""Radio ga ga<br>Radio goo goo<br>Radio ga ga""<br><br>All we hear is ""Radio ga ga<br>Radio blah blah""<br>Radio, what's new?<br>Someone still loves you<br><br>(Radio ga ga, radio ga ga)<br>(Radio ga ga, radio ga ga)<br>(Radio ga ga, radio ga ga)<br><br>You had your time, you had the power<br>You've yet to have your finest hour<br>Radio, radio<br>"
rY0WxgSXdEE,another one bites the dust,queen,"
<br>Oh! Let's go!<br><br>Steve walks warily down the street<br>With the brim pulled way down low<br>Ain't no sound but the sound of his feet<br>Machine guns ready to go<br>Are you ready? Hey, are you ready for this?<br>Are you hanging on the edge of your seat?<br>Out of the doorway the bullets rip<br>To the sound of the beat, yeah<br><br>Another one bites the dust<br>Another one bites the dust<br>And another one gone, and another one gone<br>Another one bites the dust, yeah<br>Hey, I'm gonna get you, too<br>Another one bites the dust<br><br>How do you think I'm gonna get along<br>Without you when you're gone?<br>You took me for everything that I had<br>And kicked me out on my own<br><br>Are you happy, are you satisfied?<br>How long can you stand the heat?<br>Out of the doorway the bullets rip<br>To the sound of the beat<br><br>Look out!<br><br>Another one bites the dust<br>Another one bites the dust<br>And another one gone, and another one gone<br>Another one bites the dust<br>Hey, I'm gonna get you, too<br>Another one bites the dust<br><br>Hey!<br>Oh, take it<br>Bite the dust<br>Bite the dust, yeah<br><br>Another one bites the dust<br>Another one bites the dust, ow<br>Another one bites the dust, hey hey<br>Another one bites the dust, hey-eh-eh<br><br>Shout!<br><br>There are plenty of ways that you can hurt a man<br>And bring him to the ground<br>You can beat him, you can cheat him<br>You can treat him bad and leave him when he's down, yeah<br><br>But I'm ready, yes, I'm ready for you<br>I'm standing on my own two feet<br>Out of the doorway the bullets rip<br>Repeating to the sound of the beat<br><br>Oh, yeah<br><br>Another one bites the dust<br>Another one bites the dust<br>And another one gone, and another one gone<br>Another one bites the dust, yeah<br>Hey, I'm gonna get you, too<br>Another one bites the dust<br><br>Shoot out<br>Ay-yeah<br>Alright<br>"
f4Mc-NYPHaQ,i want to break free,queen,"
<br>I want to break free<br>I want to break free<br>I want to break free from your lies<br>You're so self-satisfied, I don't need you<br>I've got to break free<br>God knows, God knows I want to break free<br><br>I've fallen in love<br>I've fallen in love for the first time<br>And this time I know it's for real<br>I've fallen in love, yeah<br>God knows, God knows I've fallen in love<br><br>It's strange but it's true, yeah<br>I can't get over the way you love me like you do<br>But I have to be sure<br>When I walk out that door<br>Oh, how I want to be free, baby<br>Oh, how I want to be free<br>Oh, how I want to break free<br><br>But life still goes on<br>I can't get used to living without, living without<br>Living without you by my side<br>I don't want to live alone, hey<br>God knows, got to make it on my own<br>So baby, can't you see?<br>I've got to break free<br><br>I've got to break free<br>I want to break free, yeah<br>I want, I want, I want, I want to break free<br>"
a01QQZyl-_I,under pressure,queen,"
<br>Mmm num ba de<br>Dum bum ba be<br>Doo buh dum ba beh beh<br><br>Pressure: pushing down on me<br>Pressing down on you, no man ask for<br>Under pressure that burns a building down<br>Splits a family in two<br>Puts people on streets<br><br>Um ba ba be<br>Um ba ba be<br>De day da<br>Ee day da<br><br>That's OK<br><br>That's the terror of knowing<br>What this world is about<br>Watching some good friends screaming<br>""Let me out!""<br><br>Tomorrow gets me higher<br>Pressure on people, people on streets<br><br>Day day de mm hm<br>Da da da ba ba<br>OK<br><br>Chippin' around, kick my brains 'round the floor<br>These are the days: it never rains but it pours<br><br>Ee do ba be<br>Ee da ba ba ba<br>Um bo bo<br>Be lap<br><br>People on streets<br>Ee da de da de<br>People on streets<br>Ee da de da de da de da<br><br>It's the terror of knowing<br>What this world is about<br>Watching some good friends screaming<br>""Let me out!""<br><br>Tomorrow gets me higher, higher, high!<br>Pressure on people, people on streets<br><br>Turned away from it all like a blind man<br>Sat on a fence, but it don't work<br>Keep coming up with love, but it's so slashed and torn<br><br>Why, why, why!?<br><br>Love, love, love, love, love<br><br>Insanity laughs under pressure<br>We're breaking<br><br>Can't we give ourselves one more chance?<br>Why can't we give love that one more chance?<br>Why can't we give love, give love, give love, give love, give love, give love, give love, give love, give love?<br><br>'Cause love's such an old-fashioned word<br>And love dares you to care for the people on the edge of the night<br>And love dares you to change our way of caring about ourselves<br>This is our last dance<br>This is our last dance<br>This is ourselves<br><br>Under pressure<br>Under pressure<br>Pressure<br>"
tKml80alH3Y,stargazing,myles smith,"
<br>Time stood still<br>Just like a photograph you made me feel<br>Like this would last forever lookin' in your eyes<br>I see my whole life<br><br>Oh-oh-oooh<br>They say you know it when you know it and I know<br>Oh-oh-oooh<br>Promise that you'll hold me close, don't let me go<br>(Hey!)<br><br>Take my heart, don't break it<br>Love me to my bones<br>All this time I've wasted<br>You were right there all along<br>You and I stargazin'<br>Intertwinin' souls<br>We were never strangers<br>You were right there all along<br><br>I lose my mind<br>When I'm around you how I come alive<br>When I'm without you I can't help but feel so lost<br>I wanna give you all I've got<br><br>Oh-oh-oooh<br>They say you know it when you know it and I know<br>Oh-oh-oooh<br>Promise that you'll hold me close, don't let me go<br>(Hey!)<br><br>Take my heart, don't break it<br>Love me to my bones<br>All this time I've wasted<br>You were right there all along<br>You and I stargazin'<br>Intertwinin' souls<br>We were never strangers<br>You were right there all along<br><br>Oh-oh-oh-oh<br>Oh-oh-oh<br>Oh-oh-oh-oh<br>All along<br>Oh-oh-oh-oh<br>Oh-oh-oh<br>Oh-oh-oh-oh<br><br>Take my heart, don't break it<br>Love me to my bones<br>All this time I've wasted<br>You were right there all along<br>"
9VbDkDALT7w,nice to meet you,myles smith,"
<br>Lonely in this crowd, I see the low, oh-oh<br>One more drink away from letting home, home<br><br>Oh-oh-oh-oh-oh, I could feel the night slipping by<br>Oh-oh-oh-oh, away from me<br>And oh-oh-oh-oh, she caught my eye through the light<br>Then she came right up to me<br><br>She said, ""Oh, hi, nice to meet you<br>Tonight, maybe we could<br>Go dance, get up off our feet""<br>She said, ""This life ain't forever<br>One song, here together<br>Then let's play it on repeat""<br>We could dance, we could dance all night<br>We could dance till the morning light<br>Let's forget about our worries and the wild world outside<br>She said, ""Oh, hi, nice to meet you<br>Tonight, maybe we could<br>Go dance, get up off our feet""<br>We could dance, we could dance all night<br><br>She took my hand and led me through the dark, oh-oh<br>She said, ""Feel the beat, forget that broken heart"", oh-oh<br><br>And oh-oh-oh-oh-oh, I could feel the night slipping by<br>Oh-oh-oh-oh, away from me<br>And oh-oh-oh-oh, I saw the light in her eyes<br>Glad she came right up to me<br><br>She said, ""Oh, hi, nice to meet you<br>Tonight, maybe we could<br>Go dance, get up off our feet""<br>She said, ""This life ain't forever<br>One song, here together<br>Then let's play it on repeat""<br>We could dance, we could dance all night<br>We could dance till the morning light<br>Let's forget about our worries and the wild world outside<br>She said, ""Oh, hi, nice to meet you<br>Tonight, maybe we could<br>Go dance, get up off our feet""<br>We could dance, we could dance all night<br><br>We could dance, we could dance all night<br><br>She said, ""Oh, hi, nice to meet you<br>Tonight, maybe we could<br>Go dance, get up off our feet""<br>She said, ""This life ain't forever<br>One song, here together<br>Then let's play it on repeat""<br>We could dance, we could dance all night<br>"
RBumgq5yVrA,let her go,passenger,"
<br>Well you only need the light when it's burning low<br>Only miss the sun when it starts to snow<br>Only know you love her when you let her go<br><br>Only know you've been high when you're feeling low<br>Only hate the road when you're missing home<br>Only know you love her when you let her go<br>And you let her go<br><br>Staring at the bottom of your glass<br>Hoping one day you'll make a dream last<br>But dreams come slow and they go so fast<br><br>You see her when you close your eyes<br>Maybe one day you'll understand why<br>Everything you touch surely dies<br><br>But you only need the light when it's burning low<br>Only miss the sun when it starts to snow<br>Only know you love her when you let her go<br><br>Only know you've been high when you're feeling low<br>Only hate the road when you're missing home<br>Only know you love her when you let her go<br><br>Staring at the ceiling in the dark<br>Same old empty feeling in your heart<br>Cause love comes slow and it goes so fast<br><br>Well you see her when you fall asleep<br>But never to touch and never to keep<br>Cause you loved her too much and you dived too deep<br><br>Well you only need the light when it's burning low<br>Only miss the sun when it starts to snow<br>Only know you love her when you let her go<br><br>Only know you've been high when you're feeling low<br>Only hate the road when you're missing home<br>Only know you love her when you let her go<br>And you let her go<br>Ohhh, oh no<br>And you let her go<br>Ohhh, oh no<br>Well you let her go<br><br>Cause you only need the light when it's burning low<br>Only miss the sun when it starts to snow<br>Only know you love her when you let her go<br><br>Only know you've been high when you're feeling low<br>Only hate the road when you're missing home<br>Only know you love her when you let her go<br><br>Cause you only need the light when it's burning low<br>Only miss the sun when it starts to snow<br>Only know you love her when you let her go<br><br>Only know you've been high when you're feeling low<br>Only hate the road when you're missing home<br>Only know you love her when you let her go<br>And you let her go<br>"
0yW7w8F2TVA,say you won't let go,james arthur,"
<br>I met you in the dark<br>You lit me up<br>You made me feel as though<br>I was enough<br>We danced the night away<br>We drank too much<br>I held your hair back when<br>You were throwing up<br><br>Then you smiled over your shoulder<br>For a minute I was stone-cold sober<br>I pulled you closer to my chest<br>And you asked me to stay over<br>I said, I already told you<br>I think that you should get some rest<br><br>I knew I loved you then<br>But you'd never know<br>'Cause I played it cool when I was scared of letting go<br>I knew I needed you<br>But I never showed<br>But I wanna stay with you<br>Until we're grey and old<br>Just say you won't let go<br>Just say you won't let go<br><br>I'll wake you up with some<br>Breakfast in bed<br>I'll bring you coffee<br>With a kiss on your head<br>And I'll take the kids to school<br>Wave them goodbye<br>And I'll thank my lucky stars<br>For that night<br><br>When you looked over your shoulder<br>For a minute I forget that I'm older<br>I wanna dance with you right now, oh<br>And you look as beautiful as ever<br>And I swear that every day you'll get better<br>You make me feel this way somehow<br><br>I'm so in love with you<br>And I hope you know<br>Darling, your love is more than worth its weight in gold<br>We've come so far, my dear<br>Look how we've grown<br>And I wanna stay with you<br>Until we're grey and old<br>Just say you won't let go<br>Just say you won't let go<br><br>I wanna live with you<br>Even when we're ghosts<br>'Cause you were always there for me<br>When I needed you most<br><br>I'm gonna love you 'til<br>My lungs give out<br>I promise 'til death we part<br>Like in our vows<br>So I wrote this song for you<br>Now everybody knows<br>That it's just you and me<br>Until we're grey and old<br>Just say you won't let go<br>Just say you won't let go<br><br>Just say you won't let go<br>Oh, just say you won't let go<br>"
ShZ978fBl6Y,you are the reason,calum scott,"
<br>There goes my heart beating<br>Cause you are the reason<br>I'm losing my sleep<br>Please come back now<br><br>There goes my mind racing<br>And you are the reason<br>That I'm still breathing<br>I'm hopeless now<br><br>I'd climb every mountain<br>And swim every ocean<br>Just to be with you<br>And fix what I've broken<br>Oh, cause I need you to see<br>That you are the reason<br><br>There goes my hands shaking<br>And you are the reason<br>My heart keeps bleeding<br>I need you now<br><br>If I could turn back the clock<br>I'd make sure the light defeated the dark<br>I'd spend every hour, of every day<br>Keeping you safe<br><br>And I'd climb every mountain<br>And swim every ocean<br>Just to be with you<br>And fix what I've broken<br>Oh, cause I need you to see<br>That you are the reason<br><br>I don't wanna fight no more<br>I don't wanna hide no more<br>I don't wanna cry no more<br>Come back I need you to hold me<br>(You are the reason)<br>Come a little closer now<br>Just a little closer now<br>Come a little closer<br>I need you to hold me tonight<br><br>I'd climb every mountain<br>And swim every ocean<br>Just to be with you<br>And fix what I've broken<br>Cause I need you to see<br>That you are the reason<br>"
450p7goxZqg,all of me,john legend,"
<br>What would I do without your smart mouth?<br>Drawin' me in and you kickin' me out<br>You've got my head spinnin', no kiddin'<br>I can't pin you down<br>What's goin' on in that beautiful mind?<br>I'm on your magical mystery ride<br>And I'm so dizzy, don't know what hit me<br>But I'll be alright<br><br>My head's under water, but I'm breathing fine<br>You're crazy and I'm out of my mind<br><br>'Cause all of me<br>Loves all of you<br>Love your curves and all your edges<br>All your perfect imperfections<br>Give your all to me<br>I'll give my all to you<br>You're my end and my beginnin'<br>Even when I lose, I'm winnin'<br><br>'Cause I give you all of me<br>And you give me all of you, oh-oh<br><br>How many times do I have to tell you?<br>Even when you're crying, you're beautiful too<br>The world is beating you down, I'm around<br>Through every mood<br>You're my downfall, you're my muse<br>My worst distraction, my rhythm and blues<br>I can't stop singing, it's ringing<br>In my head for you<br><br>My head's under water, but I'm breathin' fine<br>You're crazy and I'm out of my mind<br><br>'Cause all of me<br>Loves all of you<br>Love your curves and all your edges<br>All your perfect imperfections<br>Give your all to me<br>I'll give my all to you<br>You're my end and my beginnin'<br>Even when I lose, I'm winnin'<br><br>'Cause I give you all of me<br>And you give me all of you, oh-oh<br><br>Give me all of you, oh<br>Cards on the table, we're both showing hearts<br>Risking it all, though it's hard<br><br>'Cause all of me<br>Loves all of you<br>Love your curves and all your edges<br>All your perfect imperfections<br>Give your all to me<br>I'll give my all to you<br>You're my end and my beginnin'<br>Even when I lose, I'm winnin'<br><br>'Cause I give you all of me<br>And you give me all of you<br><br>I give you all of me<br>And you give me all of you, oh-oh<br>"
hLQl3WQQoQ0,someone like you,adele,"
<br>I heard that you're settled down<br>That you found a girl and you're married now.<br>I heard that your dreams came true.<br>Guess she gave you things I didn't give to you.<br><br>Old friend, why are you so shy?<br>Ain't like you to hold back or hide from the light.<br><br>I hate to turn up out of the blue uninvited<br>But I couldn't stay away, I couldn't fight it.<br>I had hoped you'd see my face and that you'd be reminded<br>That for me it isn't over.<br><br>Never mind, I'll find someone like you<br>I wish nothing but the best for you too<br>Don't forget me, I beg<br>I'll remember you said,<br>""Sometimes it lasts in love but sometimes it hurts instead,<br>Sometimes it lasts in love but sometimes it hurts instead""<br><br>You know how the time flies<br>Only yesterday was the time of our lives<br>We were born and raised<br>In a summer haze<br>Bound by the surprise of our glory days<br><br>I hate to turn up out of the blue uninvited<br>But I couldn't stay away, I couldn't fight it.<br>I'd hoped you'd see my face and that you'd be reminded<br>That for me it isn't over.<br><br>Never mind, I'll find someone like you<br>I wish nothing but the best for you too<br>Don't forget me, I beg<br>I'll remember you said,<br>""Sometimes it lasts in love but sometimes it hurts instead.""<br><br>Nothing compares<br>No worries or cares<br>Regrets and mistakes<br>They are memories made.<br>Who would have known how bittersweet this would taste?<br><br>Never mind, I'll find someone like you<br>I wish nothing but the best for you<br>Don't forget me, I beg<br>I'll remember you said,<br>""Sometimes it lasts in love but sometimes it hurts instead"".<br><br>Never mind, I'll find someone like you<br>I wish nothing but the best for you too<br>Don't forget me, I beg<br>I'll remember you said,<br>""Sometimes it lasts in love but sometimes it hurts instead,<br>Sometimes it lasts in love but sometimes it hurts instead.""<br>"
OpQFFLBMEPI,just give me a reason,pink,"
<br>Right from the start<br>You were a thief<br>You stole my heart<br>And I your willing victim<br>I let you see the parts of me<br>That weren't all that pretty<br>And with every touch you fixed them<br><br>Now you've been talking in your sleep, oh, oh<br>Things you never say to me, oh, oh<br>Tell me that you've had enough<br>Of our love, our love<br><br>Just give me a reason<br>Just a little bit's enough<br>Just a second we're not broken just bent<br>And we can learn to love again<br>It's in the stars<br>It's been written in the scars on our hearts<br>We're not broken just bent<br>And we can learn to love again<br><br>I'm sorry I don't understand<br>Where all of this is coming from<br>I thought that we were fine<br>(Oh, we had everything)<br>Your head is running wild again<br>My dear we still have everythin'<br>And it's all in your mind<br>(Yeah, but this is happenin')<br><br>You've been havin' real bad dreams, oh, oh<br>You used to lie so close to me, oh, oh<br>There's nothing more than empty sheets<br>Between our love, our love<br>Oh, our love, our love, love<br><br>Just give me a reason<br>Just a little bit's enough<br>Just a second we're not broken just bent<br>And we can learn to love again<br>I never stopped<br>You're still written in the scars on my heart<br>You're not broken just bent<br>And we can learn to love again<br><br>Oh, tear ducts and rust<br>I'll fix it for us<br>We're collecting dust<br>But our love's enough<br>You're holding it in<br>You're pouring a drink<br>No nothing is as bad as it seems<br>We'll come clean<br><br>Just give me a reason<br>Just a little bit's enough<br>Just a second we're not broken just bent<br>And we can learn to love again<br>It's in the stars<br>It's been written in the scars on our hearts<br>That we're not broken just bent<br>And we can learn to love again<br><br>Just give me a reason<br>Just a little bit's enough<br>Just a second we're not broken just bent<br>And we can learn to love again<br>It's in the stars<br>It's still written in the scars on our hearts<br>That we're not broken just bent<br>And we can learn to love again<br><br>Oh-oh, we can learn to love again<br>Oh-oh, can learn to love again<br>Oh, oh, that we're not broken just bent<br>And we can learn to love again<br>"
09839DpTctU,hotel california,eagles,"
<br>On a dark desert highway, cool wind in my hair<br>Warm smell of colitas, rising up through the air<br>Up ahead in the distance, I saw a shimmering light<br>My head grew heavy and my sight grew dim<br>I had to stop for the night<br>There she stood in the doorway<br>I heard the mission bell<br>And I was thinking to myself<br>""This could be Heaven or this could be Hell""<br>Then she lit up a candle and she showed me the way<br>There were voices down the corridor<br>I thought I heard them say<br><br>Welcome to the Hotel California<br>Such a lovely place (Such a lovely place)<br>Such a lovely face<br>Plenty of room at the Hotel California<br>Any time of year (Any time of year)<br>You can find it here<br><br>Her mind is Tiffany-twisted, she got the Mercedes bends<br>She got a lot of pretty, pretty boys she calls friends<br>How they dance in the courtyard, sweet summer sweat<br>Some dance to remember, some dance to forget<br><br>So I called up the Captain<br>""Please bring me my wine.""<br>He said, ""We haven't had that spirit here since nineteen sixty nine.""<br>And still those voices are calling from far away<br>Wake you up in the middle of the night<br>Just to hear them say<br><br>Welcome to the Hotel California<br>Such a lovely place (Such a lovely place)<br>Such a lovely face<br>They livin' it up at the Hotel California<br>What a nice surprise (what a nice surprise)<br>Bring your alibis<br><br>Mirrors on the ceiling<br>The pink champagne on ice<br>And she said ""We are all just prisoners here, of our own device""<br>And in the master's chambers<br>They gathered for the feast<br>They stab it with their steely knives<br>But they just can't kill the beast<br><br>Last thing I remember<br>I was running for the door<br>I had to find the passage back to the place I was before<br>""Relax,"" said the night man<br>""We are programmed to receive<br>You can check-out any time you like<br>But you can never leave!""<br>"
FTQbiNvZqaY,africa,toto,Error getting lyrics
1w7OgIMMRc4,sweet child o' mine,guns n' roses,Error getting lyrics
OMOGaugKpzs,every breath you take,police,Error getting lyrics
TR3Vdo5etCQ,don't speak,no doubt,Error getting lyrics
ubvV498pyIM,it's my life,no doubt,Error getting lyrics
fk4BbF7B29w,send my love (to your new lover),adele,Error getting lyrics
2ZBtPf7FOoM,killer queen,queen,Error getting lyrics
VMnjF1O4eH0,fat bottomed girls,queen,Error getting lyrics
m7Bc3pLyij0,happier,marshmello,Error getting lyrics
e3-5YC_oHjE,I still haven't found what i'm looking for,u2,Error getting lyrics
ujNeHIo7oTE,with or without you,u2,Error getting lyrics
A69BertdSt4,drift away,uncle kracker,"
<br>Day after day I'm more confused<br>Yet, I look for the light through the pourin' rain<br>You know, that's a game that I hate to lose<br>And I'm feeling the strain, ain't it a shame<br><br>Oh, give me the beat boys and free my soul<br>I wanna get lost in your rock and roll and drift away<br>Give me the beat boys and free my soul<br>I wanna get lost in your rock and roll and drift away<br><br>Won't you take me away<br><br>Beginnin' to think that I'm wastin' time<br>I don't understand the things I do<br>The world outside looks so unkind<br>And I'm countin' on you, you can carry me through<br><br>Oh, give me the beat boys and free my soul<br>I wanna get lost in your rock and roll and drift away<br>Give me the beat boys and free my soul<br>I wanna get lost in your rock and roll and drift away<br><br>Won't you take me away<br><br>And when my mind is free<br>You know your melody can move me<br>And when I'm feelin' blue<br>The guitar's coming through to soothe me<br><br>Thanks for the joy that you've given me<br>The joy that you've given me<br>I want you to know that I believe in your song<br>Rhythm, and rhyme, and harmony<br>You helped me along, you're makin' me strong<br>Oh, you're makin' me strong<br><br>Give me the beat boys and free my soul<br>I wanna get lost in your rock and roll and drift away<br>Drift away<br>Give me the beat boys and free my soul<br>I wanna get lost in your rock and roll and drift away<br>Drift away<br><br>Give me the beat boys and free my soul<br>I wanna get lost in your rock and roll and drift away<br>Drift away<br>Just give me the beat boys and free my soul<br>I wanna get lost in your rock and roll and drift away<br><br>Oh, won't you take me<br>Oh, won't you take me<br>I wanna drift away<br>Won't you take me away<br>I wanna drift away<br>I wanna drift away<br>Won't you take me<br>Take me home<br>Let me drift away<br>Won't you take me away<br>"
